2003|ACCESORIOS PARA TUBERIA|8233.12|-235.41|-713.14|7519.98|7284.57|
2003|ACEITES Y LUBRICANTES|188.28|0.0|0.0|188.28|188.28|
2003|ACERO|26821.48|-3141.24|-130.6|26690.88|23549.64|
2003|AISLAMIENTOS|213.41|0.0|0.0|213.41|213.41|
2003|ALMACENAMIENTO|8066.28|-1369.73|0.0|8066.28|6696.55|
2003|ARTICULOS DE FERRETERIA|1372.45|-232.48|-146.32|1226.13|993.65|
2003|BOMBAS|20034.94|-3610.29|-634.07|19400.87|15790.58|
2003|CERAMICA Y VIDRIO|18698.17|-1471.7|-296.63|18401.54|16929.84|
2003|COMPLEMENTOS RESIDENCIALES|5299.29|-1500.61|0.0|5299.29|3798.68|
2003|EMPAQUES Y SELLANTES|2837.23|-112.75|-20.94|2816.29|2703.54|
2003|EQUIPOS DE LIMPIEZA|226.38|0.0|0.0|226.38|226.38|
2003|EQUIPOS DE SOLDAR|500.15|-189.38|0.0|500.15|310.77|
2003|EQUIPOS DE TRANSPORTAR|64.92|-33.7|0.0|64.92|31.22|
2003|GRIFERIA|50880.91|-9321.09|-543.71|50337.2|41016.11|
2003|HERRAMIENTAS CON MOTOR|19511.11|-15247.7|0.0|19511.11|4263.41|
2003|HERRAMIENTAS HIDRAULICAS|181.49|0.0|0.0|181.49|181.49|
2003|HERRAMIENTAS MANUALES|2787.48|-261.74|0.0|2787.48|2525.74|
2003|MEDICION|1233.1|-52.36|0.0|1233.1|1180.74|
2003|OTROS METALES|13430.65|0.0|0.0|13430.65|13430.65|
2003|PRODUCTOS QUIMICOS|201.28|-14.43|0.0|201.28|186.85|
2003|SANITARIOS|39252.12|-10518.56|-665.4|38586.72|28068.16|
2003|SISTEMAS CON FIBROCEMENTO|15029.18|-2050.15|0.0|15029.18|12979.03|
2003|SISTEMAS METALICOS|1817.82|0.0|-497.25|1320.57|1320.57|
2003|TUBERIA|14350.46|-1863.39|-1656.12|12694.34|10830.95|
2003|VALVULAS|13216.97|-4512.37|-48.5|13168.47|8656.1|
2003|VENTILACION|3682.19|-1508.93|0.0|3682.19|2173.26|
2004|ACCESORIOS PARA TUBERIA|7175.11|-2068.23|-26.29|7148.82|5080.59|
2004|ACEITES Y LUBRICANTES|426.25|0.0|0.0|426.25|426.25|
2004|ACERO|50034.8|-3197.38|-4034.14|46000.66|42803.28|
2004|ALMACENAMIENTO|5358.24|-1062.74|-215.99|5142.25|4079.51|
2004|ARTICULOS DE FERRETERIA|4015.05|-501.38|-62.73|3952.32|3450.94|
2004|BOMBAS|36885.73|-10883.8|-282.52|36603.21|25719.41|
2004|CERAMICA Y VIDRIO|23979.21|-3502.01|0.0|23979.21|20477.2|
2004|COMPLEMENTOS RESIDENCIALES|2336.3|-237.4|0.0|2336.3|2098.9|
2004|EMPAQUES Y SELLANTES|183.44|-0.76|-4.25|179.19|178.43|
2004|EQUIPOS DE CONSTRUCCION|7501.17|0.0|0.0|7501.17|7501.17|
2004|EQUIPOS DE LIMPIEZA|108.71|-108.71|0.0|108.71|0.0|
2004|EQUIPOS DE SOLDAR|291.32|0.0|0.0|291.32|291.32|
2004|EQUIPOS DE TRANSPORTAR|4382.64|-4284.0|0.0|4382.64|98.64|
2004|GRIFERIA|40963.16|-7926.84|-186.91|40776.25|32849.41|
2004|HERRAMIENTAS CON MOTOR|995.4|-132.6|0.0|995.4|862.8|
2004|HERRAMIENTAS HIDRAULICAS|264.95|0.0|0.0|264.95|264.95|
2004|HERRAMIENTAS MANUALES|10519.95|-1419.1|-1306.9|9213.05|7793.95|
2004|MEDICION|2047.57|-426.29|0.0|2047.57|1621.28|
2004|MOTORES Y GENERADORES|2574.39|-430.94|0.0|2574.39|2143.45|
2004|OTROS METALES|152.25|0.0|0.0|152.25|152.25|
2004|PRODUCTOS QUIMICOS|56.42|0.0|0.0|56.42|56.42|
2004|SANITARIOS|41537.89|-7767.22|-16.64|41521.25|33754.03|
2004|SISTEMAS CON FIBROCEMENTO|279.86|0.0|0.0|279.86|279.86|
2004|SISTEMAS METALICOS|2072.15|-742.08|0.0|2072.15|1330.07|
2004|TUBERIA|18865.48|-8075.78|0.0|18865.48|10789.7|
2004|VALVULAS|6635.83|-2128.38|-241.81|6394.02|4265.64|
2004|VENTILACION|890.56|0.0|0.0|890.56|890.56|
2005|ACCESORIOS PARA TUBERIA|4149.1|-754.52|-252.4|3896.7|3142.18|
2005|ACEITES Y LUBRICANTES|304.14|0.0|0.0|304.14|304.14|
2005|ACERO|20229.28|-2386.66|-232.23|19997.05|17610.39|
2005|ALMACENAMIENTO|26403.6|-7879.59|-6329.96|20073.64|12194.05|
2005|ARTICULOS DE FERRETERIA|1876.82|-263.6|0.0|1876.82|1613.22|
2005|BOMBAS|136391.67|-21287.72|-343.49|136048.18|114760.46|
2005|CERAMICA Y VIDRIO|17711.84|-6008.41|-14.95|17696.89|11688.48|
2005|COMPLEMENTOS RESIDENCIALES|5760.24|-1760.0|-172.51|5587.73|3827.73|
2005|EMPAQUES Y SELLANTES|237.71|-12.52|-36.14|201.57|189.05|
2005|EQUIPOS DE LIMPIEZA|201.01|0.0|0.0|201.01|201.01|
2005|EQUIPOS DE SOLDAR|666.17|-212.34|0.0|666.17|453.83|
2005|EQUIPOS DE TRANSPORTAR|6127.2|-3217.39|0.0|6127.2|2909.81|
2005|GRIFERIA|28309.85|-10422.57|0.0|28309.85|17887.28|
2005|HERRAMIENTAS CON MOTOR|8768.72|-330.0|0.0|8768.72|8438.72|
2005|HERRAMIENTAS HIDRAULICAS|64.12|0.0|0.0|64.12|64.12|
2005|HERRAMIENTAS MANUALES|4122.61|-1334.34|0.0|4122.61|2788.27|
2005|HERRAMIENTAS NEUMATICAS|191.9|0.0|0.0|191.9|191.9|
2005|MEDICION|456.86|-101.65|0.0|456.86|355.21|
2005|MOTORES Y GENERADORES|33925.97|-18366.95|0.0|33925.97|15559.02|
2005|OTROS METALES|851.93|0.0|0.0|851.93|851.93|
2005|PRODUCTOS QUIMICOS|42.77|-4.95|0.0|42.77|37.82|
2005|SANITARIOS|33177.82|-6761.94|0.0|33177.82|26415.88|
2005|SISTEMAS CON FIBROCEMENTO|452.07|-43.47|-235.74|216.33|172.86|
2005|SISTEMAS METALICOS|3747.49|-1372.08|0.0|3747.49|2375.41|
2005|TUBERIA|17556.09|-5994.91|0.0|17556.09|11561.18|
2005|VALVULAS|16962.53|-2912.92|-391.16|16571.37|13658.45|
2005|VENTILACION|1373.1|-915.4|0.0|1373.1|457.7|
2006|ACCESORIOS PARA TUBERIA|2646.08|-446.41|-82.69|2563.39|2116.98|
2006|ACEITES Y LUBRICANTES|267.14|-25.38|0.0|267.14|241.76|
2006|ACERO|15372.32|-3429.77|0.0|15372.32|11942.55|
2006|ALMACENAMIENTO|7801.71|-384.84|0.0|7801.71|7416.87|
2006|ANCLAJES|9.22|0.0|0.0|9.22|9.22|
2006|ARTICULOS DE FERRETERIA|3567.63|-22.73|0.0|3567.63|3544.9|
2006|BOMBAS|192679.47|-31489.24|-5057.86|187621.61|156132.37|
2006|CERAMICA Y VIDRIO|8564.92|-1584.22|0.0|8564.92|6980.7|
2006|COMPLEMENTOS RESIDENCIALES|4070.8|-781.06|0.0|4070.8|3289.74|
2006|EMPAQUES Y SELLANTES|138.52|-1.9|-6.99|131.53|129.63|
2006|EQUIPOS DE SOLDAR|814.15|-40.8|0.0|814.15|773.35|
2006|GRIFERIA|52472.31|-11590.3|-17.14|52455.17|40864.87|
2006|HERRAMIENTAS CON MOTOR|3669.43|-805.41|0.0|3669.43|2864.02|
2006|HERRAMIENTAS MANUALES|1161.61|-10.32|0.0|1161.61|1151.29|
2006|MEDICION|272.53|-76.68|0.0|272.53|195.85|
2006|MOTORES Y GENERADORES|6730.28|0.0|0.0|6730.28|6730.28|
2006|OTROS METALES|1172.31|0.0|0.0|1172.31|1172.31|
2006|PRODUCTOS QUIMICOS|67.44|-31.09|0.0|67.44|36.35|
2006|SANITARIOS|108306.49|-19543.21|0.0|108306.49|88763.28|
2006|SISTEMAS CON FIBROCEMENTO|68.21|0.0|0.0|68.21|68.21|
2006|TUBERIA|15376.48|-1413.28|-148.96|15227.52|13814.24|
2006|VALVULAS|9085.28|-525.06|-12.78|9072.5|8547.44|
