2003-01|ACCESORIOS PARA TUBERIA|140.34|0.00|0.00|140.34|140.34|
2003-01|ACERO|4104.46|0.00|0.00|4104.46|4104.46|
2003-01|ALMACENAMIENTO|247.10|0.00|0.00|247.10|247.10|
2003-01|ARTICULOS DE FERRETERIA|29.90|0.00|0.00|29.90|29.90|
2003-01|BOMBAS|3591.80|0.00|0.00|3591.80|3591.80|
2003-01|CERAMICA Y VIDRIO|270.48|0.00|0.00|270.48|270.48|
2003-01|COMPLEMENTOS RESIDENCIALES|523.13|0.00|0.00|523.13|523.13|
2003-01|EMPAQUES Y SELLANTES|109.66|0.00|0.00|109.66|109.66|
2003-01|GRIFERIA|3121.99|-37.00|0.00|3121.99|3084.99|
2003-01|HERRAMIENTAS CON MOTOR|161.30|0.00|0.00|161.30|161.30|
2003-01|MEDICION|72.93|0.00|0.00|72.93|72.93|
2003-01|SANITARIOS|1950.74|0.00|-234.18|1716.56|1716.56|
2003-01|SISTEMAS CON FIBROCEMENTO|83.05|0.00|0.00|83.05|83.05|
2003-01|SISTEMAS METALICOS|1014.00|0.00|-497.25|516.75|516.75|
2003-01|TUBERIA|23.81|0.00|0.00|23.81|23.81|
2003-01|VALVULAS|172.33|0.00|0.00|172.33|172.33|
2003-02|ACCESORIOS PARA TUBERIA|1054.00|-99.65|-30.64|1023.36|923.71|
2003-02|ACERO|752.57|0.00|0.00|752.57|752.57|
2003-02|ALMACENAMIENTO|443.32|0.00|0.00|443.32|443.32|
2003-02|ARTICULOS DE FERRETERIA|212.66|0.00|0.00|212.66|212.66|
2003-02|BOMBAS|1854.87|-476.59|0.00|1854.87|1378.28|
2003-02|CERAMICA Y VIDRIO|1624.75|-63.12|0.00|1624.75|1561.63|
2003-02|COMPLEMENTOS RESIDENCIALES|414.64|0.00|0.00|414.64|414.64|
2003-02|EMPAQUES Y SELLANTES|221.61|0.00|0.00|221.61|221.61|
2003-02|EQUIPOS DE SOLDAR|71.53|0.00|0.00|71.53|71.53|
2003-02|GRIFERIA|4444.12|-233.50|0.00|4444.12|4210.62|
2003-02|HERRAMIENTAS CON MOTOR|198.00|-198.00|0.00|198.00|0.00|
2003-02|HERRAMIENTAS MANUALES|3.15|0.00|0.00|3.15|3.15|
2003-02|MEDICION|48.05|0.00|0.00|48.05|48.05|
2003-02|PRODUCTOS QUIMICOS|163.81|0.00|0.00|163.81|163.81|
2003-02|SANITARIOS|2591.20|-810.08|0.00|2591.20|1781.12|
2003-02|SISTEMAS CON FIBROCEMENTO|4111.86|0.00|0.00|4111.86|4111.86|
2003-02|TUBERIA|1818.95|0.00|0.00|1818.95|1818.95|
2003-02|VALVULAS|2557.96|-69.98|0.00|2557.96|2487.98|
2003-03|ACCESORIOS PARA TUBERIA|67.75|-50.05|0.00|67.75|17.70|
2003-03|ACEITES Y LUBRICANTES|71.66|0.00|0.00|71.66|71.66|
2003-03|ACERO|5801.51|0.00|0.00|5801.51|5801.51|
2003-03|ALMACENAMIENTO|307.26|0.00|0.00|307.26|307.26|
2003-03|ARTICULOS DE FERRETERIA|339.44|-200.44|-3.64|335.80|135.36|
2003-03|BOMBAS|2008.07|0.00|0.00|2008.07|2008.07|
2003-03|CERAMICA Y VIDRIO|697.74|0.00|-296.63|401.11|401.11|
2003-03|COMPLEMENTOS RESIDENCIALES|123.83|0.00|0.00|123.83|123.83|
2003-03|EMPAQUES Y SELLANTES|73.19|0.00|0.00|73.19|73.19|
2003-03|EQUIPOS DE SOLDAR|0.00|-71.53|0.00|0.00|-71.53|
2003-03|EQUIPOS DE TRANSPORTAR|64.92|-33.70|0.00|64.92|31.22|
2003-03|GRIFERIA|1910.95|0.00|0.00|1910.95|1910.95|
2003-03|HERRAMIENTAS CON MOTOR|23.85|0.00|0.00|23.85|23.85|
2003-03|HERRAMIENTAS HIDRAULICAS|181.49|0.00|0.00|181.49|181.49|
2003-03|HERRAMIENTAS MANUALES|806.98|0.00|0.00|806.98|806.98|
2003-03|MEDICION|700.96|0.00|0.00|700.96|700.96|
2003-03|OTROS METALES|12640.25|0.00|0.00|12640.25|12640.25|
2003-03|SANITARIOS|3030.36|0.00|0.00|3030.36|3030.36|
2003-03|SISTEMAS CON FIBROCEMENTO|4055.23|-1949.58|0.00|4055.23|2105.65|
2003-03|SISTEMAS METALICOS|680.41|0.00|0.00|680.41|680.41|
2003-03|TUBERIA|432.46|-113.40|0.00|432.46|319.06|
2003-03|VALVULAS|4147.52|-3179.88|0.00|4147.52|967.64|
2003-03|VENTILACION|1508.93|0.00|0.00|1508.93|1508.93|
2003-04|ACCESORIOS PARA TUBERIA|68.80|0.00|0.00|68.80|68.80|
2003-04|ACEITES Y LUBRICANTES|39.09|0.00|0.00|39.09|39.09|
2003-04|ACERO|922.58|0.00|0.00|922.58|922.58|
2003-04|ALMACENAMIENTO|898.19|0.00|0.00|898.19|898.19|
2003-04|ARTICULOS DE FERRETERIA|206.51|0.00|0.00|206.51|206.51|
2003-04|BOMBAS|2549.51|-476.59|0.00|2549.51|2072.92|
2003-04|CERAMICA Y VIDRIO|3400.11|-601.80|0.00|3400.11|2798.31|
2003-04|COMPLEMENTOS RESIDENCIALES|48.00|0.00|0.00|48.00|48.00|
2003-04|EMPAQUES Y SELLANTES|288.53|0.00|0.00|288.53|288.53|
2003-04|GRIFERIA|4554.14|-920.55|-348.14|4206.00|3285.45|
2003-04|MEDICION|22.18|0.00|0.00|22.18|22.18|
2003-04|SANITARIOS|2917.18|-104.21|-370.81|2546.37|2442.16|
2003-04|SISTEMAS CON FIBROCEMENTO|5509.81|-84.19|0.00|5509.81|5425.62|
2003-04|TUBERIA|2223.15|0.00|0.00|2223.15|2223.15|
2003-04|VALVULAS|249.18|0.00|0.00|249.18|249.18|
2003-04|VENTILACION|1508.93|-1508.93|0.00|1508.93|0.00|
2003-05|ACCESORIOS PARA TUBERIA|1251.11|0.00|0.00|1251.11|1251.11|
2003-05|ACEITES Y LUBRICANTES|39.09|0.00|0.00|39.09|39.09|
2003-05|ACERO|7467.87|-2130.78|0.00|7467.87|5337.09|
2003-05|ALMACENAMIENTO|433.56|0.00|0.00|433.56|433.56|
2003-05|ARTICULOS DE FERRETERIA|33.06|-9.24|0.00|33.06|23.82|
2003-05|BOMBAS|665.40|-845.56|0.00|665.40|-180.16|
2003-05|CERAMICA Y VIDRIO|1575.49|-806.78|0.00|1575.49|768.71|
2003-05|COMPLEMENTOS RESIDENCIALES|48.00|-48.00|0.00|48.00|0.00|
2003-05|EMPAQUES Y SELLANTES|1035.08|-2.04|0.00|1035.08|1033.04|
2003-05|EQUIPOS DE SOLDAR|367.52|-98.94|0.00|367.52|268.58|
2003-05|GRIFERIA|2929.88|-272.06|-29.46|2900.42|2628.36|
2003-05|HERRAMIENTAS CON MOTOR|330.53|-221.02|0.00|330.53|109.51|
2003-05|HERRAMIENTAS MANUALES|180.12|-60.14|0.00|180.12|119.98|
2003-05|MEDICION|48.02|0.00|0.00|48.02|48.02|
2003-05|OTROS METALES|516.61|0.00|0.00|516.61|516.61|
2003-05|SANITARIOS|1818.60|-563.15|-60.41|1758.19|1195.04|
2003-05|SISTEMAS CON FIBROCEMENTO|5.36|0.00|0.00|5.36|5.36|
2003-05|TUBERIA|2982.74|0.00|0.00|2982.74|2982.74|
2003-05|VALVULAS|569.56|-86.20|0.00|569.56|483.36|
2003-06|ACCESORIOS PARA TUBERIA|3031.15|-37.22|-7.83|3023.32|2986.10|
2003-06|ACEITES Y LUBRICANTES|26.06|0.00|0.00|26.06|26.06|
2003-06|ACERO|1289.36|-152.45|-130.60|1158.76|1006.31|
2003-06|ALMACENAMIENTO|1202.63|-153.63|0.00|1202.63|1049.00|
2003-06|ARTICULOS DE FERRETERIA|164.70|-22.80|-15.75|148.95|126.15|
2003-06|BOMBAS|2822.81|-362.10|-634.07|2188.74|1826.64|
2003-06|CERAMICA Y VIDRIO|2794.62|0.00|0.00|2794.62|2794.62|
2003-06|COMPLEMENTOS RESIDENCIALES|406.12|0.00|0.00|406.12|406.12|
2003-06|EMPAQUES Y SELLANTES|139.53|-95.68|0.00|139.53|43.85|
2003-06|EQUIPOS DE LIMPIEZA|96.35|0.00|0.00|96.35|96.35|
2003-06|EQUIPOS DE SOLDAR|38.41|-18.91|0.00|38.41|19.50|
2003-06|GRIFERIA|2449.10|-390.97|-166.11|2282.99|1892.02|
2003-06|HERRAMIENTAS CON MOTOR|8025.09|0.00|0.00|8025.09|8025.09|
2003-06|HERRAMIENTAS MANUALES|1034.03|-0.67|0.00|1034.03|1033.36|
2003-06|MEDICION|62.83|0.00|0.00|62.83|62.83|
2003-06|OTROS METALES|34.89|0.00|0.00|34.89|34.89|
2003-06|SANITARIOS|2393.39|-192.49|0.00|2393.39|2200.90|
2003-06|SISTEMAS CON FIBROCEMENTO|1263.87|-16.38|0.00|1263.87|1247.49|
2003-06|SISTEMAS METALICOS|123.41|0.00|0.00|123.41|123.41|
2003-06|TUBERIA|1709.27|-1446.85|0.00|1709.27|262.42|
2003-06|VALVULAS|1292.10|-29.74|0.00|1292.10|1262.36|
2003-06|VENTILACION|664.33|0.00|0.00|664.33|664.33|
2003-07|ACCESORIOS PARA TUBERIA|591.75|-5.13|-272.32|319.43|314.30|
2003-07|ACEITES Y LUBRICANTES|12.38|0.00|0.00|12.38|12.38|
2003-07|ACERO|1204.32|0.00|0.00|1204.32|1204.32|
2003-07|ALMACENAMIENTO|1823.43|-801.75|0.00|1823.43|1021.68|
2003-07|ARTICULOS DE FERRETERIA|174.05|0.00|-126.93|47.12|47.12|
2003-07|BOMBAS|2460.81|-562.38|0.00|2460.81|1898.43|
2003-07|CERAMICA Y VIDRIO|255.62|0.00|0.00|255.62|255.62|
2003-07|EMPAQUES Y SELLANTES|80.55|0.00|0.00|80.55|80.55|
2003-07|GRIFERIA|3981.67|-55.79|0.00|3981.67|3925.88|
2003-07|HERRAMIENTAS CON MOTOR|7414.34|-7414.34|0.00|7414.34|0.00|
2003-07|HERRAMIENTAS MANUALES|96.13|0.00|0.00|96.13|96.13|
2003-07|MEDICION|64.07|-41.89|0.00|64.07|22.18|
2003-07|PRODUCTOS QUIMICOS|9.66|0.00|0.00|9.66|9.66|
2003-07|SANITARIOS|2648.18|-154.58|0.00|2648.18|2493.60|
2003-07|TUBERIA|2610.93|-140.12|-1482.40|1128.53|988.41|
2003-07|VALVULAS|1376.25|-245.67|0.00|1376.25|1130.58|
2003-08|ACCESORIOS PARA TUBERIA|248.54|0.00|-23.83|224.71|224.71|
2003-08|ACERO|729.88|-398.09|0.00|729.88|331.79|
2003-08|ALMACENAMIENTO|0.00|-292.89|0.00|0.00|-292.89|
2003-08|ARTICULOS DE FERRETERIA|25.44|0.00|0.00|25.44|25.44|
2003-08|BOMBAS|493.26|-355.99|0.00|493.26|137.27|
2003-08|CERAMICA Y VIDRIO|1279.92|0.00|0.00|1279.92|1279.92|
2003-08|COMPLEMENTOS RESIDENCIALES|1844.05|-406.12|0.00|1844.05|1437.93|
2003-08|EMPAQUES Y SELLANTES|211.06|-4.25|-20.94|190.12|185.87|
2003-08|GRIFERIA|10355.90|-2475.16|0.00|10355.90|7880.74|
2003-08|HERRAMIENTAS CON MOTOR|3358.00|-3212.00|0.00|3358.00|146.00|
2003-08|HERRAMIENTAS MANUALES|104.80|-96.13|0.00|104.80|8.67|
2003-08|PRODUCTOS QUIMICOS|9.66|0.00|0.00|9.66|9.66|
2003-08|SANITARIOS|7717.93|-2386.74|0.00|7717.93|5331.19|
2003-08|TUBERIA|238.02|0.00|0.00|238.02|238.02|
2003-08|VALVULAS|813.76|-356.22|0.00|813.76|457.54|
2003-09|ACCESORIOS PARA TUBERIA|131.97|-43.36|0.00|131.97|88.61|
2003-09|ACERO|286.35|0.00|0.00|286.35|286.35|
2003-09|ALMACENAMIENTO|135.75|0.00|0.00|135.75|135.75|
2003-09|ARTICULOS DE FERRETERIA|136.45|0.00|0.00|136.45|136.45|
2003-09|BOMBAS|1014.13|0.00|0.00|1014.13|1014.13|
2003-09|CERAMICA Y VIDRIO|1859.65|0.00|0.00|1859.65|1859.65|
2003-09|COMPLEMENTOS RESIDENCIALES|1199.02|-670.25|0.00|1199.02|528.77|
2003-09|EMPAQUES Y SELLANTES|134.34|-7.29|0.00|134.34|127.05|
2003-09|EQUIPOS DE SOLDAR|18.91|0.00|0.00|18.91|18.91|
2003-09|GRIFERIA|4667.43|-1419.94|0.00|4667.43|3247.49|
2003-09|HERRAMIENTAS MANUALES|96.13|-104.80|0.00|96.13|-8.67|
2003-09|MEDICION|89.95|0.00|0.00|89.95|89.95|
2003-09|OTROS METALES|42.27|0.00|0.00|42.27|42.27|
2003-09|PRODUCTOS QUIMICOS|18.15|-14.43|0.00|18.15|3.72|
2003-09|SANITARIOS|4619.04|-1171.62|0.00|4619.04|3447.42|
2003-09|TUBERIA|523.25|-117.02|-173.72|349.53|232.51|
2003-09|VALVULAS|972.60|-217.34|-48.50|924.10|706.76|
2003-10|ACCESORIOS PARA TUBERIA|1089.14|0.00|-378.52|710.62|710.62|
2003-10|ACERO|309.43|-459.92|0.00|309.43|-150.49|
2003-10|ALMACENAMIENTO|1358.40|-121.46|0.00|1358.40|1236.94|
2003-10|ARTICULOS DE FERRETERIA|38.36|0.00|0.00|38.36|38.36|
2003-10|BOMBAS|1457.17|-517.26|0.00|1457.17|939.91|
2003-10|CERAMICA Y VIDRIO|1500.76|0.00|0.00|1500.76|1500.76|
2003-10|COMPLEMENTOS RESIDENCIALES|0.00|-29.99|0.00|0.00|-29.99|
2003-10|EMPAQUES Y SELLANTES|126.23|-3.49|0.00|126.23|122.74|
2003-10|EQUIPOS DE SOLDAR|3.78|0.00|0.00|3.78|3.78|
2003-10|GRIFERIA|2198.26|-851.03|0.00|2198.26|1347.23|
