1|10|D|INSTALACION MARIANA DE JESUS|3|304|10|10.0|||3||3|16|198|12/31/1993|DO|1.0|618.66|618.66|1||5.16|0.0|618.66|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|11|D|INSTALACION PRENSA|3|304|10|10.0|||3||3|16|198|12/31/1993|DO|1.0|3530.95|3530.95|1||29.42|0.0|3530.95|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|12|D|INSTALACION LOCAL PRINCIPAL|3|304|10|10.0|||3||3|16|198|12/31/1993|DO|1.0|2097.06|2097.06|1||17.48|0.0|2097.06|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|13|D|INSTALACION SUR|3|304|10|10.0|||3||4|16|198|12/31/1993|DO|1.0|2420.83|2420.83|1||20.17|0.0|2420.83|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|39|D|COMPUT. IBM PC 300GL|5|501|5|20.0|||3||3|17|1|08/31/1999|DO|1.0|1502.32|1502.32|1||25.04|0.0|1502.32|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|42|D|TERMINAL WYSE 150|5|501|5|20.0|||3||3|17|1|09/30/1999|DO|1.0|187.18|187.18|1||3.12|0.0|187.18|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|49|D|MONITOR VIEW SONIC|5|503|5|20.0|||3||3|17|1|01/31/2000|DO|1.0|219.0|219.0|1||3.65|0.0|219.0|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|54|D|IMPRESORA EPSON|5|502|5|20.0|||3||3|17|1|09/30/2000|DO|1.0|125.0|125.0|1||2.08|0.0|125.0|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|57|D|UPS TRIPP LITE|5|509|5|20.0|||3||3|17|1|09/30/2000|DO|1.0|589.68|589.68|1||9.83|0.0|589.68|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|59|D|IMPRESORA EPSON S|5|502|5|20.0|||3||3|17|1|10/31/2000|DO|1.0|75.0|75.0|1||1.25|0.0|75.0|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|63|D|MESA COMPUT. CPU|4|401|10|10.0|||3||3|19|1|12/31/2000|DO|1.0|24.97|24.97|1||0.21|0.0|24.97|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|64|D|ESTAC. TRABAJO GERENT|4|401|10|10.0|||3||3|19|1|12/31/2000|DO|1.0|141.23|141.23|1||1.18|0.0|141.23|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|65|D|SILLON GERENTE|4|401|10|10.0|||3||3|19|1|12/31/2000|DO|1.0|179.13|179.13|1||1.49|0.0|179.13|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
1|66|D|7 MUEBLES TELEX|4|401|10|10.0|||3||3|19|1|12/31/2000|DO|1.0|656.82|656.82|1||5.47|0.0|656.82|0.0|0.0|0.0|FOBOS|2004-01-01 00:00:00|
