2,22257,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,26923,AA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,26927,CA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,26935,CA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,26965,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,27154,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,27306,BA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,27742,CA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,32600,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,46195,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,67523,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,67553,AB,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,90164,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,90170,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
2,90188,AA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
5,98606,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,10,AA,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100005,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100006,AB,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100007,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100012,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100015,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100016,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100019,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100020,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100021,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100022,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100023,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100027,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100035,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100036,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100039,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100040,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100045,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100046,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100048,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100049,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100050,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100051,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100053,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100054,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100055,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100056,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100057,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100058,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100060,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100061,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100062,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100063,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100066,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100069,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100071,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100072,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100073,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100077,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100080,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100081,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100082,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100085,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100086,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100088,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100093,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100120,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100121,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100130,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100131,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100132,AC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100136,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100137,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100139,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100141,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100142,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100143,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100144,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100145,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100146,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100147,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100148,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100149,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100150,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100151,CC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
3,100152,BC,11/01/2012,04/30/2013,2012-11-01 00:00:00,E1RICROD
