2|A|
3|A|
4|A|
6|A|
8|A|
10|A|
12|A|
14|A|
16|A|
18|A|
21|A|
25|A|
27|A|
62499|A|
62502|A|
62511|A|
62513|A|
590|A|
592|A|
594|A|
596|A|
598|A|
648|A|
650|A|
652|A|
654|A|
656|A|
588|A|
589|A|
657|A|
659|A|
661|A|
663|A|
669|A|
671|A|
675|A|
600|A|
602|A|
606|A|
608|A|
614|A|
616|A|
618|A|
620|A|
622|A|
624|A|
626|A|
628|A|
632|A|
188|A|
190|A|
192|A|
194|A|
371|A|
372|A|
338|A|
340|A|
342|A|
358|A|
286|A|
288|A|
322|A|
290|A|
324|A|
294|A|
326|A|
298|A|
328|A|
302|A|
330|A|
332|A|
310|A|
334|A|
316|A|
336|A|
320|A|
296|A|
304|A|
308|A|
314|A|
318|A|
292|A|
359|A|
360|A|
361|A|
362|A|
364|A|
365|A|
366|A|
370|A|
373|A|
562|A|
550|A|
564|A|
554|A|
565|A|
558|A|
556|A|
560|A|
567|A|
551|A|
553|A|
764|A|
766|A|
768|A|
770|A|
772|A|
774|A|
776|A|
22|A|
23|A|
26|A|
30|A|
32|A|
36|A|
38|A|
42|A|
44|A|
48|A|
50|A|
52|A|
82|A|
54|A|
86|A|
58|A|
88|A|
62|A|
90|A|
66|A|
91|A|
70|A|
92|A|
72|A|
93|A|
76|A|
94|A|
80|A|
60|A|
64|A|
68|A|
71|A|
78|A|
56|A|
100|A|
102|A|
104|A|
106|A|
108|A|
110|A|
112|A|
113|A|
132|A|
118|A|
136|A|
122|A|
138|A|
126|A|
130|A|
120|A|
124|A|
128|A|
140|A|
150|A|
202|A|
204|A|
216|A|
217|A|
208|A|
218|A|
210|A|
219|A|
213|A|
206|A|
209|A|
212|A|
214|A|
220|A|
221|A|
47410|A|
47412|A|
47414|A|
154|A|
160|A|
5168|A|
47010|A|
473|A|
490|A|
545|A|
48042|A|
374|A|
376|A|
380|A|
384|A|
388|A|
389|A|
390|A|
394|A|
396|A|
420|A|
398|A|
422|A|
404|A|
424|A|
412|A|
418|A|
402|A|
408|A|
416|A|
428|A|
430|A|
432|A|
436|A|
438|A|
440|A|
488|A|
494|A|
456|A|
496|A|
460|A|
500|A|
464|A|
504|A|
468|A|
512|A|
474|A|
514|A|
478|A|
516|A|
484|A|
517|A|
442|A|
520|A|
462|A|
524|A|
470|A|
530|A|
482|A|
458|A|
466|A|
476|A|
486|A|
532|A|
534|A|
536|A|
546|A|
32038|A|
48044|A|
50464|A|
574|A|
575|A|
577|A|
579|A|
583|A|
586|A|
566|A|
568|A|
570|A|
572|A|
5154|A|
5156|A|
5158|A|
5159|A|
5160|A|
5161|A|
5162|A|
5163|A|
5164|A|
5166|A|
5165|A|
5169|A|
5170|A|
5171|A|
5172|A|
5174|A|
5176|A|
5178|A|
5177|A|
5180|A|
5208|A|
5182|A|
32454|A|
5184|A|
33300|A|
5187|A|
5198|A|
5200|A|
5192|A|
5196|A|
5197|A|
5191|A|
5194|A|
5202|A|
5204|A|
5183|A|
5186|A|
5188|A|
5348|A|
5356|A|
5358|A|
5351|A|
5353|A|
5354|A|
5350|A|
5352|A|
5360|A|
5362|A|
5364|A|
5366|A|
5368|A|
5370|A|
5372|A|
5374|A|
5380|A|
5381|A|
5384|A|
5386|A|
5388|A|
5390|A|
5392|A|
5394|A|
5396|A|
5398|A|
5400|A|
5402|A|
5404|A|
5376|A|
5451|A|
5442|A|
5453|A|
5446|A|
5455|A|
5448|A|
5450|A|
5444|A|
5447|A|
5449|A|
5457|A|
5454|A|
5456|A|
5458|A|
5459|A|
5460|A|
5462|A|
5464|A|
5466|A|
5468|A|
5470|A|
5528|A|
5530|A|
5532|A|
5534|A|
5536|A|
5537|A|
5539|A|
5541|A|
5540|A|
5542|A|
5544|A|
5545|A|
5546|A|
5548|A|
5550|A|
5552|A|
5554|A|
5556|A|
61303|A|
61304|A|
67777|A|
67779|A|
67784|A|
67785|A|
67786|A|
67787|A|
67788|A|
67818|A|
67789|A|
67819|A|
67791|A|
67820|A|
67815|A|
67817|A|
67790|A|
67792|A|
67816|A|
67821|A|
67822|A|
778|A|
780|A|
782|A|
786|A|
800|A|
788|A|
801|A|
792|A|
802|A|
794|A|
798|A|
790|A|
793|A|
796|A|
805|A|
67802|A|
67803|A|
67804|A|
67805|A|
67806|A|
67814|A|
67807|A|
67809|B|
67810|A|
67811|A|
67812|A|
67813|A|
67808|A|
808|A|
810|A|
812|A|
814|A|
815|A|
816|A|
817|A|
818|A|
829|A|
831|A|
822|A|
832|A|
824|A|
833|A|
826|A|
820|A|
823|A|
825|A|
828|A|
835|A|
837|A|
838|A|
67793|A|
67794|A|
67795|A|
67796|A|
67797|A|
67798|A|
67799|A|
67800|A|
67801|A|
842|A|
846|A|
852|A|
860|A|
862|A|
865|A|
866|A|
868|A|
881|A|
870|A|
882|A|
883|A|
880|A|
872|A|
876|A|
879|A|
884|A|
886|A|
682|A|
684|A|
688|A|
48770|A|
48930|A|
694|A|
48932|A|
698|A|
48934|A|
702|A|
48040|A|
708|A|
714|A|
706|A|
710|A|
48102|A|
690|A|
696|A|
700|A|
704|A|
716|A|
46573|A|
46574|A|
719|A|
721|A|
46572|A|
718|A|
720|A|
722|A|
724|A|
726|A|
728|A|
729|A|
730|A|
732|A|
733|A|
734|A|
735|A|
737|A|
658|A|
660|A|
665|A|
667|A|
662|A|
664|A|
666|A|
668|A|
670|A|
672|A|
673|A|
674|A|
676|A|
680|A|
50270|A|
740|A|
742|A|
743|A|
746|A|
750|A|
752|A|
754|A|
755|A|
758|A|
760|A|
762|A|
224|A|
228|A|
229|A|
230|A|
232|A|
234|A|
235|A|
236|A|
238|A|
240|A|
242|A|
244|A|
246|A|
248|A|
250|A|
266|A|
252|A|
256|A|
258|A|
260|A|
262|A|
264|A|
254|A|
270|A|
272|A|
274|A|
