1|Q2|11/16/2004|11/30/2004|2|A|3|161.0|2004|11|1|15|0|141.56|149.56|75.82|73.74|DO|1.0|E||||FOBOS   |2004-11-29 13:33:42|
1|Q2|11/16/2004|11/30/2004|4|A|11|160.0|2004|11|2|15|0|88.0|96.0|28.23|67.77|DO|1.0|E||||FOBOS   |2004-11-29 13:33:42|
1|Q2|11/16/2004|11/30/2004|5|A|11|160.0|2004|11|3|15|0|101.33|109.33|59.63|49.7|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|12|A|8|160.0|2004|11|4|15|0|80.0|88.0|58.46|29.54|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|17|A|7|350.0|2004|11|5|15|0|175.0|183.0|16.36|166.64|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|21|A|9|290.0|2004|11|6|15|0|145.0|153.0|106.77|46.23|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|22|A|15|161.0|2004|11|7|15|0|80.5|88.5|26.28|62.22|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|23|A|18|160.0|2004|11|8|15|0|80.0|88.0|63.53|24.47|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|24|A|21|150.0|2004|11|9|15|0|75.0|83.0|7.01|75.99|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|25|A|12|161.0|2004|11|10|15|0|80.5|88.5|7.53|80.97|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|26|A|3|161.0|2004|11|11|15|0|154.37|162.37|26.43|135.94|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|27|A|11|210.0|2004|11|12|15|0|136.94|144.94|24.8|120.14|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|29|A|12|160.0|2004|11|13|15|0|86.0|94.0|89.15|4.85|DO|1.0|E||||FOBOS   |2004-11-29 13:33:43|
1|Q2|11/16/2004|11/30/2004|30|A|15|158.0|2004|11|14|15|0|79.0|87.0|41.89|45.11|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|33|A|8|160.0|2004|11|15|15|0|80.0|88.0|75.84|12.16|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|34|A|4|210.0|2004|11|16|15|0|140.44|148.44|81.98|66.46|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|35|A|7|165.0|2004|11|17|15|0|82.5|90.5|68.3|22.2|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|38|A|8|200.0|2004|11|18|15|0|100.0|108.0|75.06|32.94|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|39|A|14|157.0|2004|11|19|15|0|78.5|86.5|22.34|64.16|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|41|A|16|190.0|2004|11|20|15|0|95.0|103.0|66.78|36.22|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|44|A|9|162.0|2004|11|21|15|0|81.0|89.0|22.57|66.43|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|45|A|17|160.0|2004|11|22|15|0|80.0|88.0|68.9|19.1|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|46|A|2|360.0|2004|11|23|15|0|180.0|188.0|66.83|121.17|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|49|A|3|280.0|2004|11|24|15|0|140.0|148.0|104.1|43.9|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|56|A|15|155.0|2004|11|25|15|0|77.5|85.5|62.17|23.33|DO|1.0|E||||FOBOS   |2004-11-29 13:33:44|
1|Q2|11/16/2004|11/30/2004|57|A|11|158.0|2004|11|26|15|0|91.5|99.5|8.56|90.94|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|58|A|7|160.0|2004|11|27|15|0|80.0|88.0|70.55|17.45|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|62|A|12|159.0|2004|11|28|15|0|86.46|94.46|53.62|40.84|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|63|A|11|210.0|2004|11|29|15|0|118.13|126.13|50.75|75.38|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|66|A|12|159.0|2004|11|30|15|0|81.49|89.49|62.36|27.13|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|68|A|7|205.0|2004|11|31|8|0|95.13|103.13|82.57|20.56|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|70|A|20|157.0|2004|11|32|15|0|78.5|86.5|58.91|27.59|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|71|A|10|162.0|2004|11|33|14|0|80.95|109.99|109.99|0.0|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|72|A|17|160.0|2004|11|34|15|0|80.0|88.0|69.5|18.5|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|73|A|1|210.0|2004|11|35|15|0|117.47|125.47|78.92|46.55|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|76|A|18|160.0|2004|11|36|15|0|80.0|88.0|27.48|60.52|DO|1.0|E||||FOBOS   |2004-11-29 13:33:45|
1|Q2|11/16/2004|11/30/2004|77|A|7|170.0|2004|11|37|15|0|85.0|93.0|60.8|32.2|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|78|A|8|160.0|2004|11|38|15|0|80.0|88.0|72.36|15.64|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|81|A|7|160.0|2004|11|39|15|0|80.0|88.0|42.96|45.04|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|82|A|18|164.0|2004|11|40|0|0|76.0|117.57|117.57|0.0|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|83|A|18|155.0|2004|11|41|15|0|77.5|85.5|58.79|26.71|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|85|A|1|425.0|2004|11|42|15|0|212.5|220.5|19.87|200.63|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|97|A|11|162.0|2004|11|43|15|0|94.33|102.33|58.35|43.98|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|98|A|8|160.0|2004|11|44|15|0|80.0|95.47|95.47|0.0|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|99|A|8|160.0|2004|11|45|15|0|80.0|88.0|69.48|18.52|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|104|A|9|160.0|2004|11|46|15|0|80.0|88.0|34.88|53.12|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|105|A|9|220.0|2004|11|47|15|0|115.5|123.5|42.02|81.48|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|106|A|2|195.0|2004|11|48|15|0|106.03|114.03|41.91|72.12|DO|1.0|E||||FOBOS   |2004-11-29 13:33:46|
1|Q2|11/16/2004|11/30/2004|112|A|6|164.0|2004|11|49|15|0|92.25|100.25|35.63|64.62|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|113|A|1|420.0|2004|11|50|15|0|210.0|218.0|19.64|198.36|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|114|A|8|234.0|2004|11|51|15|0|117.0|125.0|88.67|36.33|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|115|A|9|220.0|2004|11|52|15|0|119.63|127.63|43.19|84.44|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|116|A|5|808.0|2004|11|53|15|0|404.0|412.0|37.77|374.23|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|117|A|5|400.0|2004|11|54|15|0|222.5|230.5|20.8|209.7|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|118|A|8|200.0|2004|11|55|15|0|100.0|108.0|9.35|98.65|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|119|A|7|350.0|2004|11|56|15|0|175.0|183.0|36.36|146.64|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|120|A|8|800.0|2004|11|57|15|0|400.0|408.0|37.4|370.6|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
1|Q2|11/16/2004|11/30/2004|121|A|13|192.0|2004|11|58|15|0|106.4|114.4|24.95|89.45|DO|1.0|E||||FOBOS   |2004-11-29 13:33:47|
